Date,Region,Temperature (°C),Rainfall (mm),Humidity (%),Crop Yield Impact Score,fruit_Commodity,fruit_Price per Unit (LKR/kg),vegitable_Commodity,vegitable_Price per Unit (LKR/kg)
10/16/2023,Trincomalee,22.1,302.4,80.5,0.86,Guava,156.78,Bitter Melon,386.06
10/17/2023,Vavuniya,33,371.8,72.3,0.55,Guava,108.02,Bitter Melon,122.94
10/17/2023,Ampara,28.6,66.5,60.6,1.65,Passion Fruit,51.57,Brinjal,304.36
10/17/2023,Anuradhapura,25.2,84.6,75.7,1.83,Passion Fruit,420.86,Brinjal,138.69
10/17/2023,Badulla,22.1,41,56.5,1.34,Passion Fruit,215.87,Brinjal,84.37
10/17/2023,Batticaloa,34.4,65.4,86.8,1,Passion Fruit,132.16,Brinjal,492.27
10/17/2023,Colombo,33.5,211.4,65.9,0.64,Passion Fruit,218.85,Brinjal,445.94
10/17/2023,Galle,33.4,218.3,94.1,1.93,Passion Fruit,267.84,Brinjal,392.51
10/17/2023,Gampaha,31.7,57.9,86.3,1.38,Passion Fruit,275.63,Brinjal,84.98
10/17/2023,Hambantota,34.6,178.9,62.6,1.66,Passion Fruit,436.67,Brinjal,341.54
10/17/2023,Jaffna,30.4,184,63.3,0.58,Passion Fruit,429.26,Brinjal,499.02
10/17/2023,Kalutara,24.3,366.9,56.6,1.18,Passion Fruit,473.49,Brinjal,444.24
10/17/2023,Kandy,23.7,260,84.2,1.43,Passion Fruit,102.42,Brinjal,360.6
10/17/2023,Kegalle,24.3,125.1,66.1,0.98,Passion Fruit,330.42,Brinjal,157.31
10/17/2023,Kilinochchi,28,349.4,89.7,0.69,Passion Fruit,349.01,Brinjal,280.87
10/17/2023,Kurunegala,35.9,221.3,53.9,0.61,Passion Fruit,391.85,Brinjal,410.05
10/17/2023,Mannar,37.7,245.4,90.2,1.26,Passion Fruit,392.8,Brinjal,274.22
10/17/2023,Matale,33.7,290,89.8,1.09,Passion Fruit,399.06,Brinjal,110.24
10/17/2023,Matara,30.2,246.6,74.5,1.88,Passion Fruit,496.42,Brinjal,288.54
10/17/2023,Monaragala,36.5,33.1,71.1,1.35,Passion Fruit,479.67,Brinjal,242.02
10/17/2023,Mullaitivu,37.7,308.9,78.2,1.79,Passion Fruit,91.52,Brinjal,376.74
10/17/2023,Nuwara Eliya,28.1,159,67.5,1.4,Passion Fruit,418.31,Brinjal,248.51
10/17/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Passion Fruit,153.46,Brinjal,450.81
10/17/2023,Puttalam,26.1,24.2,68.2,1.7,Passion Fruit,166.51,Brinjal,435
10/17/2023,Ratnapura,30.4,287.6,59.5,0.78,Passion Fruit,484.52,Brinjal,75
10/17/2023,Trincomalee,22.1,302.4,80.5,0.86,Passion Fruit,219.54,Brinjal,400.78
10/17/2023,Vavuniya,33,371.8,72.3,0.55,Passion Fruit,234.05,Brinjal,421.71
10/17/2023,Ampara,28.6,66.5,60.6,1.65,Rambutan,415.76,Long Purple Eggplant,298.92
10/17/2023,Anuradhapura,25.2,84.6,75.7,1.83,Rambutan,274.5,Long Purple Eggplant,395.2
10/17/2023,Badulla,22.1,41,56.5,1.34,Rambutan,316.72,Long Purple Eggplant,173.1
10/17/2023,Batticaloa,34.4,65.4,86.8,1,Rambutan,220.78,Long Purple Eggplant,300.44
10/17/2023,Colombo,33.5,211.4,65.9,0.64,Rambutan,404.49,Long Purple Eggplant,85.91
10/17/2023,Galle,33.4,218.3,94.1,1.93,Rambutan,318.44,Long Purple Eggplant,353.51
10/17/2023,Gampaha,31.7,57.9,86.3,1.38,Rambutan,411.99,Long Purple Eggplant,310.74
10/17/2023,Hambantota,34.6,178.9,62.6,1.66,Rambutan,421.6,Long Purple Eggplant,386.74
10/17/2023,Jaffna,30.4,184,63.3,0.58,Rambutan,389.59,Long Purple Eggplant,150.49
10/17/2023,Kalutara,24.3,366.9,56.6,1.18,Rambutan,450.51,Long Purple Eggplant,126
10/17/2023,Kandy,23.7,260,84.2,1.43,Rambutan,61.68,Long Purple Eggplant,217.81
10/17/2023,Kegalle,24.3,125.1,66.1,0.98,Rambutan,416.44,Long Purple Eggplant,249.7
10/17/2023,Kilinochchi,28,349.4,89.7,0.69,Rambutan,499.59,Long Purple Eggplant,418.82
10/17/2023,Kurunegala,35.9,221.3,53.9,0.61,Rambutan,415.35,Long Purple Eggplant,475.7
10/17/2023,Mannar,37.7,245.4,90.2,1.26,Rambutan,334.13,Long Purple Eggplant,60.65
10/17/2023,Matale,33.7,290,89.8,1.09,Rambutan,100.18,Long Purple Eggplant,333.36
10/17/2023,Matara,30.2,246.6,74.5,1.88,Rambutan,268.7,Long Purple Eggplant,235.68
10/17/2023,Monaragala,36.5,33.1,71.1,1.35,Rambutan,389.54,Long Purple Eggplant,315.09
10/17/2023,Mullaitivu,37.7,308.9,78.2,1.79,Rambutan,388.38,Long Purple Eggplant,391.41
10/17/2023,Nuwara Eliya,28.1,159,67.5,1.4,Rambutan,212.13,Long Purple Eggplant,72.8
10/17/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Rambutan,173.25,Long Purple Eggplant,273.11
10/17/2023,Puttalam,26.1,24.2,68.2,1.7,Rambutan,417.37,Long Purple Eggplant,235.36
10/17/2023,Ratnapura,30.4,287.6,59.5,0.78,Rambutan,116.66,Long Purple Eggplant,223.22
10/17/2023,Trincomalee,22.1,302.4,80.5,0.86,Rambutan,122.78,Long Purple Eggplant,189.38
10/17/2023,Vavuniya,33,371.8,72.3,0.55,Rambutan,432.9,Long Purple Eggplant,335.04
10/17/2023,Ampara,28.6,66.5,60.6,1.65,Mangosteen,169.09,Asiatic Pennywort,211.34
10/17/2023,Anuradhapura,25.2,84.6,75.7,1.83,Mangosteen,387.59,Asiatic Pennywort,159.21
10/17/2023,Badulla,22.1,41,56.5,1.34,Mangosteen,449.89,Asiatic Pennywort,470.71
10/17/2023,Batticaloa,34.4,65.4,86.8,1,Mangosteen,105.55,Asiatic Pennywort,479.58
10/17/2023,Colombo,33.5,211.4,65.9,0.64,Mangosteen,144.59,Asiatic Pennywort,165.46
10/17/2023,Galle,33.4,218.3,94.1,1.93,Mangosteen,371.21,Asiatic Pennywort,408.46
10/17/2023,Gampaha,31.7,57.9,86.3,1.38,Mangosteen,443.87,Asiatic Pennywort,438.72
10/17/2023,Hambantota,34.6,178.9,62.6,1.66,Mangosteen,469.08,Asiatic Pennywort,74.43
10/17/2023,Jaffna,30.4,184,63.3,0.58,Mangosteen,315.55,Asiatic Pennywort,473.3
10/17/2023,Kalutara,24.3,366.9,56.6,1.18,Mangosteen,143.59,Asiatic Pennywort,118.98
10/17/2023,Kandy,23.7,260,84.2,1.43,Mangosteen,332.25,Asiatic Pennywort,478.64
10/17/2023,Kegalle,24.3,125.1,66.1,0.98,Mangosteen,435.63,Asiatic Pennywort,437.14
10/17/2023,Kilinochchi,28,349.4,89.7,0.69,Mangosteen,369.99,Asiatic Pennywort,179.85
10/17/2023,Kurunegala,35.9,221.3,53.9,0.61,Mangosteen,191.58,Asiatic Pennywort,268.22
10/17/2023,Mannar,37.7,245.4,90.2,1.26,Mangosteen,410.69,Asiatic Pennywort,84.83
10/17/2023,Matale,33.7,290,89.8,1.09,Mangosteen,354.75,Asiatic Pennywort,402.64
10/17/2023,Matara,30.2,246.6,74.5,1.88,Mangosteen,109.92,Asiatic Pennywort,336.82
10/17/2023,Monaragala,36.5,33.1,71.1,1.35,Mangosteen,60.5,Asiatic Pennywort,111.02
10/17/2023,Mullaitivu,37.7,308.9,78.2,1.79,Mangosteen,243.19,Asiatic Pennywort,436.46
10/17/2023,Nuwara Eliya,28.1,159,67.5,1.4,Mangosteen,423.72,Asiatic Pennywort,418.51
10/18/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Mangosteen,309.8,Asiatic Pennywort,463.83
10/18/2023,Puttalam,26.1,24.2,68.2,1.7,Mangosteen,412.63,Asiatic Pennywort,53.71
10/18/2023,Ratnapura,30.4,287.6,59.5,0.78,Mangosteen,425.94,Asiatic Pennywort,262.39
10/18/2023,Trincomalee,22.1,302.4,80.5,0.86,Mangosteen,161.21,Asiatic Pennywort,225.79
10/18/2023,Vavuniya,33,371.8,72.3,0.55,Mangosteen,221.64,Asiatic Pennywort,93.56
10/18/2023,Ampara,28.6,66.5,60.6,1.65,Avocado,359.04,Red Spinach,118.6
10/18/2023,Anuradhapura,25.2,84.6,75.7,1.83,Avocado,198.62,Red Spinach,480.64
10/18/2023,Badulla,22.1,41,56.5,1.34,Avocado,259.67,Red Spinach,109.95
10/18/2023,Batticaloa,34.4,65.4,86.8,1,Avocado,400.5,Red Spinach,497.26
10/18/2023,Colombo,33.5,211.4,65.9,0.64,Avocado,458.99,Red Spinach,89.09
10/18/2023,Galle,33.4,218.3,94.1,1.93,Avocado,329.86,Red Spinach,332.29
10/18/2023,Gampaha,31.7,57.9,86.3,1.38,Avocado,466.87,Red Spinach,374.21
10/18/2023,Hambantota,34.6,178.9,62.6,1.66,Avocado,387.41,Red Spinach,382.5
10/18/2023,Jaffna,30.4,184,63.3,0.58,Avocado,222.98,Red Spinach,312.73
10/18/2023,Kalutara,24.3,366.9,56.6,1.18,Avocado,234.19,Red Spinach,220.32
10/18/2023,Kandy,23.7,260,84.2,1.43,Avocado,294.08,Red Spinach,217.57
10/18/2023,Kegalle,24.3,125.1,66.1,0.98,Avocado,177.92,Red Spinach,454.28
10/18/2023,Kilinochchi,28,349.4,89.7,0.69,Avocado,364.76,Red Spinach,63.81
10/18/2023,Kurunegala,35.9,221.3,53.9,0.61,Avocado,207.51,Red Spinach,139.24
10/18/2023,Mannar,37.7,245.4,90.2,1.26,Avocado,213.98,Red Spinach,443.89
10/18/2023,Matale,33.7,290,89.8,1.09,Avocado,309.48,Red Spinach,352.52
10/18/2023,Matara,30.2,246.6,74.5,1.88,Avocado,469.46,Red Spinach,452.95
10/18/2023,Monaragala,36.5,33.1,71.1,1.35,Avocado,485.14,Red Spinach,406.39
10/18/2023,Mullaitivu,37.7,308.9,78.2,1.79,Avocado,216.77,Red Spinach,384.27
10/18/2023,Nuwara Eliya,28.1,159,67.5,1.4,Avocado,476.87,Red Spinach,111.28
10/18/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Avocado,259.14,Red Spinach,269.02
10/18/2023,Puttalam,26.1,24.2,68.2,1.7,Avocado,306.9,Red Spinach,63.42
10/18/2023,Ratnapura,30.4,287.6,59.5,0.78,Avocado,95.61,Red Spinach,344.84
10/18/2023,Trincomalee,22.1,302.4,80.5,0.86,Avocado,437.9,Red Spinach,195.45
10/18/2023,Vavuniya,33,371.8,72.3,0.55,Avocado,349.99,Red Spinach,490.65
10/18/2023,Ampara,28.6,66.5,60.6,1.65,Rose Apple,347,Pennywort,317.16
10/18/2023,Anuradhapura,25.2,84.6,75.7,1.83,Rose Apple,466.69,Pennywort,386.6
10/18/2023,Badulla,22.1,41,56.5,1.34,Rose Apple,237,Pennywort,411
10/18/2023,Batticaloa,34.4,65.4,86.8,1,Rose Apple,132.9,Pennywort,202.6
10/18/2023,Colombo,33.5,211.4,65.9,0.64,Rose Apple,197.37,Pennywort,66.35
10/18/2023,Galle,33.4,218.3,94.1,1.93,Rose Apple,249.4,Pennywort,266.29
10/18/2023,Gampaha,31.7,57.9,86.3,1.38,Rose Apple,351.37,Pennywort,252.91
10/18/2023,Hambantota,34.6,178.9,62.6,1.66,Rose Apple,190.86,Pennywort,236.34
10/18/2023,Jaffna,30.4,184,63.3,0.58,Rose Apple,410.72,Pennywort,433.65
10/18/2023,Kalutara,24.3,366.9,56.6,1.18,Rose Apple,411.84,Pennywort,285.66
10/18/2023,Kandy,23.7,260,84.2,1.43,Rose Apple,294.76,Pennywort,446.83
10/18/2023,Kegalle,24.3,125.1,66.1,0.98,Rose Apple,278.1,Pennywort,55.85
10/18/2023,Kilinochchi,28,349.4,89.7,0.69,Rose Apple,459.54,Pennywort,415.07
10/18/2023,Kurunegala,35.9,221.3,53.9,0.61,Rose Apple,99.4,Pennywort,77.92
10/18/2023,Mannar,37.7,245.4,90.2,1.26,Rose Apple,195.74,Pennywort,202.19
10/18/2023,Matale,33.7,290,89.8,1.09,Rose Apple,138.48,Pennywort,364.02
10/18/2023,Matara,30.2,246.6,74.5,1.88,Rose Apple,123.29,Pennywort,195.82
10/18/2023,Monaragala,36.5,33.1,71.1,1.35,Rose Apple,422.41,Pennywort,51.21
10/18/2023,Mullaitivu,37.7,308.9,78.2,1.79,Rose Apple,72.82,Pennywort,465.62
10/18/2023,Nuwara Eliya,28.1,159,67.5,1.4,Rose Apple,203.5,Pennywort,323.34
10/18/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Rose Apple,475.89,Pennywort,440.55
10/18/2023,Puttalam,26.1,24.2,68.2,1.7,Rose Apple,447.68,Pennywort,412.49
10/18/2023,Ratnapura,30.4,287.6,59.5,0.78,Rose Apple,497.6,Pennywort,100.11
10/18/2023,Trincomalee,22.1,302.4,80.5,0.86,Rose Apple,166.61,Pennywort,292.95
10/18/2023,Vavuniya,33,371.8,72.3,0.55,Rose Apple,256.3,Pennywort,216.57
10/18/2023,Ampara,28.6,66.5,60.6,1.65,Soursop,275.83,Leeks,378.84
10/18/2023,Anuradhapura,25.2,84.6,75.7,1.83,Soursop,175.98,Leeks,93.08
10/18/2023,Badulla,22.1,41,56.5,1.34,Soursop,458.34,Leeks,391.38
10/18/2023,Batticaloa,34.4,65.4,86.8,1,Soursop,320.97,Leeks,364.52
10/18/2023,Colombo,33.5,211.4,65.9,0.64,Soursop,374.44,Leeks,249.6
10/18/2023,Galle,33.4,218.3,94.1,1.93,Soursop,479.63,Leeks,102.16
10/18/2023,Gampaha,31.7,57.9,86.3,1.38,Soursop,219.24,Leeks,320.61
10/18/2023,Hambantota,34.6,178.9,62.6,1.66,Soursop,286.63,Leeks,265.47
10/18/2023,Jaffna,30.4,184,63.3,0.58,Soursop,438.1,Leeks,428.6
10/18/2023,Kalutara,24.3,366.9,56.6,1.18,Soursop,495.62,Leeks,243.73
10/18/2023,Kandy,23.7,260,84.2,1.43,Soursop,365.21,Leeks,328.39
10/18/2023,Kegalle,24.3,125.1,66.1,0.98,Soursop,87.77,Leeks,391.12
10/18/2023,Kilinochchi,28,349.4,89.7,0.69,Soursop,201.89,Leeks,363.18
10/18/2023,Kurunegala,35.9,221.3,53.9,0.61,Soursop,320.41,Leeks,498.89
10/18/2023,Mannar,37.7,245.4,90.2,1.26,Soursop,112,Leeks,293.62
10/18/2023,Matale,33.7,290,89.8,1.09,Soursop,119.5,Leeks,421.82
10/18/2023,Matara,30.2,246.6,74.5,1.88,Soursop,99.49,Leeks,486.42
10/19/2023,Monaragala,36.5,33.1,71.1,1.35,Soursop,380.52,Leeks,410.23
10/19/2023,Mullaitivu,37.7,308.9,78.2,1.79,Soursop,281.97,Leeks,474.67
10/19/2023,Nuwara Eliya,28.1,159,67.5,1.4,Soursop,222.82,Leeks,129.48
10/19/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Soursop,436.4,Leeks,77.4
10/19/2023,Puttalam,26.1,24.2,68.2,1.7,Soursop,119.23,Leeks,145.42
10/19/2023,Ratnapura,30.4,287.6,59.5,0.78,Soursop,263.95,Leeks,209.37
10/19/2023,Trincomalee,22.1,302.4,80.5,0.86,Soursop,64.77,Leeks,382.54
10/19/2023,Vavuniya,33,371.8,72.3,0.55,Soursop,142.45,Leeks,237.95
10/19/2023,Ampara,28.6,66.5,60.6,1.65,Custard Apple,153.54,Carrot,492.15
10/19/2023,Anuradhapura,25.2,84.6,75.7,1.83,Custard Apple,423.97,Carrot,407.91
10/19/2023,Badulla,22.1,41,56.5,1.34,Custard Apple,356.56,Carrot,165.69
10/19/2023,Batticaloa,34.4,65.4,86.8,1,Custard Apple,296.48,Carrot,159.19
10/19/2023,Colombo,33.5,211.4,65.9,0.64,Custard Apple,391.75,Carrot,397.88
10/19/2023,Galle,33.4,218.3,94.1,1.93,Custard Apple,134.03,Carrot,180.23
10/19/2023,Gampaha,31.7,57.9,86.3,1.38,Custard Apple,474.2,Carrot,194.19
10/19/2023,Hambantota,34.6,178.9,62.6,1.66,Custard Apple,193.23,Carrot,174.39
10/19/2023,Jaffna,30.4,184,63.3,0.58,Custard Apple,133.64,Carrot,340.79
10/19/2023,Kalutara,24.3,366.9,56.6,1.18,Custard Apple,329.75,Carrot,455.03
10/19/2023,Kandy,23.7,260,84.2,1.43,Custard Apple,295.83,Carrot,226.21
10/19/2023,Kegalle,24.3,125.1,66.1,0.98,Custard Apple,69.3,Carrot,293.51
10/19/2023,Kilinochchi,28,349.4,89.7,0.69,Custard Apple,352.66,Carrot,337.36
10/19/2023,Kurunegala,35.9,221.3,53.9,0.61,Custard Apple,339.57,Carrot,152.33
10/19/2023,Mannar,37.7,245.4,90.2,1.26,Custard Apple,398.16,Carrot,99.5
10/19/2023,Matale,33.7,290,89.8,1.09,Custard Apple,237.53,Carrot,369.74
10/19/2023,Matara,30.2,246.6,74.5,1.88,Custard Apple,321.96,Carrot,175.74
10/19/2023,Monaragala,36.5,33.1,71.1,1.35,Custard Apple,357.52,Carrot,259.42
10/19/2023,Mullaitivu,37.7,308.9,78.2,1.79,Custard Apple,294.98,Carrot,429.94
10/19/2023,Nuwara Eliya,28.1,159,67.5,1.4,Custard Apple,303.49,Carrot,410.11
10/19/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Custard Apple,80.68,Carrot,111.03
10/19/2023,Puttalam,26.1,24.2,68.2,1.7,Custard Apple,353.17,Carrot,186.99
10/19/2023,Ratnapura,30.4,287.6,59.5,0.78,Custard Apple,108.26,Carrot,454.64
10/19/2023,Trincomalee,22.1,302.4,80.5,0.86,Custard Apple,333.29,Carrot,468.15
10/19/2023,Vavuniya,33,371.8,72.3,0.55,Custard Apple,307.06,Carrot,318.2
10/19/2023,Ampara,28.6,66.5,60.6,1.65,Gooseberry,132.7,Beetroot,98.65
10/19/2023,Anuradhapura,25.2,84.6,75.7,1.83,Gooseberry,216.99,Beetroot,122.78
10/19/2023,Badulla,22.1,41,56.5,1.34,Gooseberry,108.11,Beetroot,278.02
10/19/2023,Batticaloa,34.4,65.4,86.8,1,Gooseberry,126.63,Beetroot,96.3
10/19/2023,Colombo,33.5,211.4,65.9,0.64,Gooseberry,354.22,Beetroot,240.47
10/19/2023,Galle,33.4,218.3,94.1,1.93,Gooseberry,462.85,Beetroot,405.4
10/19/2023,Gampaha,31.7,57.9,86.3,1.38,Gooseberry,425.89,Beetroot,391.74
10/19/2023,Hambantota,34.6,178.9,62.6,1.66,Gooseberry,385.88,Beetroot,157.28
10/19/2023,Jaffna,30.4,184,63.3,0.58,Gooseberry,159.63,Beetroot,274.39
10/19/2023,Kalutara,24.3,366.9,56.6,1.18,Gooseberry,199.44,Beetroot,69.36
10/19/2023,Kandy,23.7,260,84.2,1.43,Gooseberry,426.74,Beetroot,328.38
10/19/2023,Kegalle,24.3,125.1,66.1,0.98,Gooseberry,242.6,Beetroot,214.31
10/19/2023,Kilinochchi,28,349.4,89.7,0.69,Gooseberry,269.17,Beetroot,455.85
10/19/2023,Kurunegala,35.9,221.3,53.9,0.61,Gooseberry,64.07,Beetroot,312.76
10/19/2023,Mannar,37.7,245.4,90.2,1.26,Gooseberry,239.31,Beetroot,319.73
10/19/2023,Matale,33.7,290,89.8,1.09,Gooseberry,154.85,Beetroot,292.64
10/19/2023,Matara,30.2,246.6,74.5,1.88,Gooseberry,249.39,Beetroot,95.47
10/19/2023,Monaragala,36.5,33.1,71.1,1.35,Gooseberry,220.2,Beetroot,101.84
10/19/2023,Mullaitivu,37.7,308.9,78.2,1.79,Gooseberry,150.19,Beetroot,256.19
10/19/2023,Nuwara Eliya,28.1,159,67.5,1.4,Gooseberry,169.26,Beetroot,424.69
10/19/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Gooseberry,466.88,Beetroot,146.29
10/19/2023,Puttalam,26.1,24.2,68.2,1.7,Gooseberry,354.56,Beetroot,343.3
10/19/2023,Ratnapura,30.4,287.6,59.5,0.78,Gooseberry,264.35,Beetroot,125.74
10/19/2023,Trincomalee,22.1,302.4,80.5,0.86,Gooseberry,485.8,Beetroot,341.43
10/19/2023,Vavuniya,33,371.8,72.3,0.55,Gooseberry,122.26,Beetroot,325.39
10/19/2023,Ampara,28.6,66.5,60.6,1.65,Pomegranate,351.44,Cabbage,314.65
10/19/2023,Anuradhapura,25.2,84.6,75.7,1.83,Pomegranate,156.72,Cabbage,157.16
10/19/2023,Badulla,22.1,41,56.5,1.34,Pomegranate,54.43,Cabbage,392.93
10/19/2023,Batticaloa,34.4,65.4,86.8,1,Pomegranate,95.44,Cabbage,296.27
10/19/2023,Colombo,33.5,211.4,65.9,0.64,Pomegranate,171.57,Cabbage,162.4
10/19/2023,Galle,33.4,218.3,94.1,1.93,Pomegranate,218.05,Cabbage,344.21
10/19/2023,Gampaha,31.7,57.9,86.3,1.38,Pomegranate,272.23,Cabbage,297.5
10/19/2023,Hambantota,34.6,178.9,62.6,1.66,Pomegranate,184.59,Cabbage,259.78
10/19/2023,Jaffna,30.4,184,63.3,0.58,Pomegranate,96.09,Cabbage,163.27
10/19/2023,Kalutara,24.3,366.9,56.6,1.18,Pomegranate,109.42,Cabbage,154.44
10/19/2023,Kandy,23.7,260,84.2,1.43,Pomegranate,445.6,Cabbage,111.74
10/19/2023,Kegalle,24.3,125.1,66.1,0.98,Pomegranate,408.47,Cabbage,321.9
10/19/2023,Kilinochchi,28,349.4,89.7,0.69,Pomegranate,84.55,Cabbage,347.9
10/20/2023,Kurunegala,35.9,221.3,53.9,0.61,Pomegranate,189.4,Cabbage,349.06
10/20/2023,Mannar,37.7,245.4,90.2,1.26,Pomegranate,498.7,Cabbage,220.01
10/20/2023,Matale,33.7,290,89.8,1.09,Pomegranate,341.04,Cabbage,396.55
10/20/2023,Matara,30.2,246.6,74.5,1.88,Pomegranate,495.88,Cabbage,261.71
10/20/2023,Monaragala,36.5,33.1,71.1,1.35,Pomegranate,246.69,Cabbage,142.4
10/20/2023,Mullaitivu,37.7,308.9,78.2,1.79,Pomegranate,452.67,Cabbage,68.59
10/20/2023,Nuwara Eliya,28.1,159,67.5,1.4,Pomegranate,215,Cabbage,369.3
10/20/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Pomegranate,325.55,Cabbage,150.36
10/20/2023,Puttalam,26.1,24.2,68.2,1.7,Pomegranate,78.29,Cabbage,138.43
10/20/2023,Ratnapura,30.4,287.6,59.5,0.78,Pomegranate,56.27,Cabbage,473.61
10/20/2023,Trincomalee,22.1,302.4,80.5,0.86,Pomegranate,456.5,Cabbage,443.21
10/20/2023,Vavuniya,33,371.8,72.3,0.55,Pomegranate,413.22,Cabbage,220.44
10/20/2023,Ampara,28.6,66.5,60.6,1.65,Orange,224.94,Knol-Khol,232.44
10/20/2023,Anuradhapura,25.2,84.6,75.7,1.83,Orange,368.36,Knol-Khol,336.59
10/20/2023,Badulla,22.1,41,56.5,1.34,Orange,210.65,Knol-Khol,57.83
10/20/2023,Batticaloa,34.4,65.4,86.8,1,Orange,306.85,Knol-Khol,141.84
10/20/2023,Colombo,33.5,211.4,65.9,0.64,Orange,222.01,Knol-Khol,376.05
10/20/2023,Galle,33.4,218.3,94.1,1.93,Orange,254.4,Knol-Khol,100.28
10/20/2023,Gampaha,31.7,57.9,86.3,1.38,Orange,338.65,Knol-Khol,126.65
10/20/2023,Hambantota,34.6,178.9,62.6,1.66,Orange,481.56,Knol-Khol,186.4
10/20/2023,Jaffna,30.4,184,63.3,0.58,Orange,477.7,Knol-Khol,259.2
10/20/2023,Kalutara,24.3,366.9,56.6,1.18,Orange,181.55,Knol-Khol,421.16
10/20/2023,Kandy,23.7,260,84.2,1.43,Orange,128.94,Knol-Khol,88.52
10/20/2023,Kegalle,24.3,125.1,66.1,0.98,Orange,268.64,Knol-Khol,102.05
10/20/2023,Kilinochchi,28,349.4,89.7,0.69,Orange,360.47,Knol-Khol,88.3
10/20/2023,Kurunegala,35.9,221.3,53.9,0.61,Orange,360.2,Knol-Khol,238.23
10/20/2023,Mannar,37.7,245.4,90.2,1.26,Orange,103.13,Knol-Khol,253.85
10/20/2023,Matale,33.7,290,89.8,1.09,Orange,108.74,Knol-Khol,450.46
10/20/2023,Matara,30.2,246.6,74.5,1.88,Orange,196.28,Knol-Khol,141.75
10/20/2023,Monaragala,36.5,33.1,71.1,1.35,Orange,127.18,Knol-Khol,388.68
10/20/2023,Mullaitivu,37.7,308.9,78.2,1.79,Orange,233.17,Knol-Khol,333.63
10/20/2023,Nuwara Eliya,28.1,159,67.5,1.4,Orange,309.13,Knol-Khol,196.17
10/20/2023,Polonnaruwa,36.7,274.4,51.3,1.09,Orange,385.85,Knol-Khol,217.03
10/20/2023,Puttalam,26.1,24.2,68.2,1.7,Orange,378.4,Knol-Khol,249.3
10/20/2023,Ratnapura,30.4,287.6,59.5,0.78,Orange,421.78,Knol-Khol,407.08
10/20/2023,Trincomalee,22.1,302.4,80.5,0.86,Orange,343.27,Knol-Khol,214.05
10/20/2023,Vavuniya,33,371.8,72.3,0.55,Orange,110.46,Knol-Khol,57.99
10/20/2023,Ampara,24.1,108.1,53.3,0.69,Banana,430.88,Pumpkin,243.25
10/20/2023,Anuradhapura,26.4,147.4,76.6,1.75,Banana,164.92,Pumpkin,398.61
10/20/2023,Badulla,25.7,30.7,89.8,1.86,Banana,257.83,Pumpkin,251.78
10/20/2023,Batticaloa,27.6,137.9,56.3,0.89,Banana,75.52,Pumpkin,495.81
10/20/2023,Colombo,32.3,107.9,77.7,1.91,Banana,75.08,Pumpkin,81.86
10/20/2023,Galle,29.7,261.3,90.5,1.64,Banana,201.61,Pumpkin,195.15
10/20/2023,Gampaha,34.1,53.8,83.5,1.74,Banana,244.28,Pumpkin,123.98
10/20/2023,Hambantota,20.7,164.5,72.7,1.62,Banana,471.72,Pumpkin,425.96
10/20/2023,Jaffna,34.9,203,74,1.71,Banana,210.64,Pumpkin,470.18
10/20/2023,Kalutara,32.8,68.7,75.5,1.74,Banana,123.07,Pumpkin,153.1
10/20/2023,Kandy,34.4,166.7,53.3,0.55,Banana,166.49,Pumpkin,213.1
10/20/2023,Kegalle,32.3,374.9,62.4,1.33,Banana,325.46,Pumpkin,92.75
10/20/2023,Kilinochchi,32.6,219.2,86.8,1.67,Banana,160.63,Pumpkin,356.51
10/20/2023,Kurunegala,31.9,280.4,64.8,0.79,Banana,356.25,Pumpkin,210.39
10/20/2023,Mannar,37.8,97.3,92.4,1.64,Banana,350.66,Pumpkin,160.81
10/20/2023,Matale,29.7,182.2,62.3,1.82,Banana,240.75,Pumpkin,255.01
10/20/2023,Matara,36.7,32.4,53.7,0.9,Banana,231.88,Pumpkin,498.11
10/20/2023,Monaragala,36.2,141,73.2,1.65,Banana,494.8,Pumpkin,415.3
10/20/2023,Mullaitivu,30.3,61,54.6,1.15,Banana,366.99,Pumpkin,203.22
10/20/2023,Nuwara Eliya,23.2,179.5,76.4,0.77,Banana,414.81,Pumpkin,265.39
10/20/2023,Polonnaruwa,31.8,270.1,82,0.85,Banana,277.42,Pumpkin,206.3
10/20/2023,Puttalam,32.2,283.6,61.3,0.83,Banana,283.49,Pumpkin,123.26
10/20/2023,Ratnapura,30.2,372.5,94.7,1.34,Banana,150.6,Pumpkin,105.39
10/20/2023,Trincomalee,27.2,102.1,83,0.72,Banana,259.28,Pumpkin,263.74
10/20/2023,Vavuniya,33,203.7,73.5,1.02,Banana,233.93,Pumpkin,148.13
10/20/2023,Ampara,24.1,108.1,53.3,0.69,Papaya,406.26,Onion,479.37
10/20/2023,Anuradhapura,26.4,147.4,76.6,1.75,Papaya,123.41,Onion,204.12
